Time_days,PBAT_pct,PLA_pct,Recyclable Materials,Additive Type,Color,Thickness_um,Roughness,Area_mm2,UV,Precipitation_mm,Temperature_C,Air_Humidity_pct,Soil_TN_mgkg,Soil_OC_gkg,Soil_pH,Fertilizer,Target_TS_MPa
15.0,2.0,98.0,0.0,0.9399446249008179,2.6409122943878174,60.0,2.0653796195983887,74100.1953125,78536.125,40.8230566,17.64094713,73.0800728,141.26255798339844,0.74,6.5,0.4536454975605011,5.42
30.0,2.0,98.0,1.0,0.9287747144699097,2.6257898807525635,60.0,2.0582828521728516,79375.078125,154600.84375,86.74366854,14.51976212,77.09202152,137.94332885742188,0.74,6.5,0.4384145438671112,5.53
45.0,2.0,98.0,5.0,0.542496919631958,2.2508761882781982,60.0,1.989789605140686,61276.234375,207080.640625,116.704469,13.7041878,79.21396954,128.13827514648438,0.74,6.5,0.5530059337615967,6.82
60.0,2.0,98.0,10.0,0.5718390941619873,1.616651177406311,60.0,1.80881929397583,14837.8046875,257470.125,148.5050806,13.63704908,81.39471527,124.03904724121094,0.74,6.5,0.9983571767807007,10.78
15.0,0.05204949155449867,100.0,0.0,1.0393949747085571,1.9355030059814453,568.2333984375,1.6251139640808105,415.63092041015625,63275.39453125,109.5972825,25.13562283,77.40071838,204.29519653320312,1.12,7.8,0.999638557434082,34.004
30.0,0.6181297302246094,99.0,1.0,1.0969280004501343,1.9537936449050903,527.79443359375,1.9610670804977417,381.491943359375,127468.0078125,124.7044532,23.78569145,76.74082448,205.92816162109375,1.12,7.8,0.9996659755706787,34.004
45.0,1.6944935321807861,97.0,3.0,2.3301734924316406,1.3084945678710938,1692.065673828125,2.1214399337768555,1741.0074462890625,176490.21875,160.1833636,22.22224788,75.59786428,245.85379028320312,1.12,7.8,1.0003323554992676,196.0
60.0,4.305127143859863,95.0,5.0,2.543386459350586,1.209970474243164,1500.04736328125,2.2268214225769043,616.4759521484375,183358.828125,175.4778866,20.94368295,74.45246083,246.61135864257812,1.12,7.8,1.0002460479736328,128.0
60.0,9.791747093200684,90.0,10.0,2.898040294647217,1.328233003616333,1298.568603515625,2.3353843688964844,336.1546630859375,185740.125,175.4778866,20.94368295,74.45246083,243.20263671875,1.12,7.8,1.0001808404922485,93.0
15.0,36.51541519165039,0.4849396347999573,100.0,1.8449642658233643,3.0,518.24169921875,2.4906415939331055,1631.3822021484375,68181.875,98.82620885,25.09138972,77.00045073,169.87393188476562,1.2,4.6,0.9989021420478821,18.0
