Time_days,PBAT_pct,PLA_pct,Recyclable Materials,Additive Type,Color,Thickness_um,Roughness,Area_mm2,UV,Precipitation_mm,Temperature_C,Humidity,Soil_TN_mgkg,Soil_OC_gkg,Soil_pH,Fertilizer,Target_WVTR
0.5,22,0,51.3,0,2,35,2,2500,NA,NA,38,90,NA,NA,NA,NA,NA
0.5,30.1,0,45.1,0,2,35,2,2500,NA,NA,38,90,NA,NA,NA,NA,NA
0.5,38.6,0,38.6,0,2,35,1,2500,NA,NA,38,90,NA,NA,NA,NA,NA
5,100,0,NA,NA,NA,125,1,625,NA,NA,25,50,NA,NA,NA,NA,NA
5,66.67,0,33.33,0,NA,147,3,625,NA,NA,25,50,NA,NA,NA,NA,NA
5,66.67,0,33.33,0,2,1206,2,625,NA,NA,25,50,NA,NA,NA,NA,NA
5,60.61,0,39.39,0,NA,160,3,625,NA,NA,25,50,NA,NA,NA,NA,NA
5,60.61,0,39.39,0,2,1150,2,625,NA,NA,25,50,NA,NA,NA,NA,NA
5,55.56,0,44.44,0,NA,218,2,625,NA,NA,25,50,NA,NA,NA,NA,NA
5,55.56,0,44.44,0,NA,228,1,625,NA,NA,25,50,NA,NA,NA,NA,NA
16,0,67.9,NA,1,2,50,2,45000,NA,NA,38,90,NA,NA,NA,NA,37.9
16,0,67.9,NA,1,2,50,2,45000,NA,NA,38,90,NA,NA,NA,NA,61.9
16,0,67.9,NA,1,2,50,3,45000,NA,NA,38,90,NA,NA,NA,NA,139.7
NA,0,16.7,NA,1,2,77,1,400,NA,NA,25,50,NA,NA,NA,NA,NA
NA,0,28.6,NA,1,2,76,1,400,NA,NA,25,50,NA,NA,NA,NA,NA
NA,0,37.5,NA,1,2,85,1,400,NA,NA,25,50,NA,NA,NA,NA,NA
NA,0,44.4,NA,1,2,86,1,400,NA,NA,25,50,NA,NA,NA,NA,NA
NA,0,50,NA,1,2,88,1,400,NA,NA,25,50,NA,NA,NA,NA,NA
NA,0,100,NA,NA,2,90,1,400,NA,NA,25,50,NA,NA,NA,NA,NA
10,80,0,NA,NA,2,NA,3,176,NA,NA,25,50,NA,NA,NA,NA,24.51
10,20,0,80,NA,2,NA,1,176,NA,NA,25,50,NA,NA,NA,NA,32.2785
10,40,0,60,NA,2,NA,1,176,NA,NA,25,50,NA,NA,NA,NA,23.7405
10,60,0,40,NA,2,NA,1,176,NA,NA,25,50,NA,NA,NA,NA,17.5545
10,80,0,20,NA,2,NA,1,176,NA,NA,25,50,NA,NA,NA,NA,14.2965
NA,0,30,70,NA,2,320,3,NA,NA,NA,70,50,NA,NA,NA,NA,301.93
NA,0,28.2,66.8,4,2,300,3,NA,NA,NA,70,50,NA,NA,NA,NA,NA
NA,0,27.3,63.7,4,3,340,3,NA,NA,NA,70,50,NA,NA,NA,NA,NA
NA,0,26.4,61.6,4,3,320,3,NA,NA,NA,70,50,NA,NA,NA,NA,NA
NA,0,25.5,59.5,4,3,320,3,NA,NA,NA,70,50,NA,NA,NA,NA,NA
2,86,14,NA,NA,2,150,3,24000,NA,NA,25,75,NA,NA,NA,NA,NA
2,86,14,NA,1,2,150,2,24000,NA,NA,25,75,NA,NA,NA,NA,NA
2,86,14,NA,1,2,150,2,24000,NA,NA,25,75,NA,NA,NA,NA,NA
2,86,14,NA,1,3,150,1,24000,NA,NA,25,75,NA,NA,NA,NA,NA
2,86,14,NA,1,3,150,1,24000,NA,NA,25,75,NA,NA,NA,NA,NA
21,60,0,40,1,2,85,2,5026.5,NA,NA,25,50,NA,NA,NA,NA,306.79
21,59.5,0,40,6,3,65,2,5026.5,NA,NA,25,50,NA,NA,NA,NA,481.43
21,59,0,40,6,3,65,2,5026.5,NA,NA,25,50,NA,NA,NA,NA,426.72
21,58.5,0,40,6,3,65,2,5026.5,NA,NA,25,50,NA,NA,NA,NA,492.37
21,58,0,40,6,3,65,2,5026.5,NA,NA,25,50,NA,NA,NA,NA,824.26
NA,0,100,NA,NA,2,51,1,10000,NA,NA,23,50,NA,NA,NA,NA,175
NA,0,95,5,6,2,53,1,10000,NA,NA,23,50,NA,NA,NA,NA,295.6
NA,0,90,10,6,2,58,2,10000,NA,NA,23,50,NA,NA,NA,NA,350.3
NA,0,80,20,6,2,65,2,10000,NA,NA,23,50,NA,NA,NA,NA,395.1
NA,0,70,30,6,2,68,3,10000,NA,NA,23,50,NA,NA,NA,NA,457.8
NA,0,95,5,6,2,52,1,10000,NA,NA,23,50,NA,NA,NA,NA,302.5
NA,0,90,10,6,2,55,1,10000,NA,NA,23,50,NA,NA,NA,NA,383.9
NA,0,80,20,6,2,59,2,10000,NA,NA,23,50,NA,NA,NA,NA,426.3
NA,0,70,30,6,2,63,3,10000,NA,NA,23,50,NA,NA,NA,NA,485.9
15,99,0,1,0,NA,90,NA,NA,NA,NA,27.72818358,64.00914146,NA,NA,NA,NA,256.32
30,98,0,2,0,NA,90,NA,NA,NA,NA,27.01370358,67.35558564,NA,NA,NA,NA,242.88
45,97,0,3,0,NA,90,NA,NA,NA,NA,25.81842976,68.50812516,NA,NA,NA,NA,239.04
15,24,60,10,7,NA,20,NA,NA,NA,NA,18.00423491,74.10312984,NA,NA,NA,NA,333.33
30,25,59,9,7,NA,15,NA,NA,NA,NA,16.58854323,69.99472382,NA,NA,NA,NA,393.33
0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,25.26591195,18.79122009,NA,NA,NA,NA,38.61
0,0,99.5,NA,2,NA,NA,NA,NA,NA,NA,25.26591195,18.79122009,NA,NA,NA,NA,NA
0,0,99.5,NA,2,NA,NA,NA,NA,NA,NA,25.26591195,18.79122009,NA,NA,NA,NA,NA
0.01,0,99.5,NA,2,NA,NA,NA,NA,NA,NA,25.26591195,18.79122009,NA,NA,NA,NA,NA
0.01,0,99.5,NA,2,NA,NA,NA,NA,NA,NA,25.26591195,18.79122009,NA,NA,NA,NA,NA
0,0,99.9,NA,2,NA,NA,NA,NA,NA,NA,25.26591195,18.79122009,NA,NA,NA,NA,NA
NA,15,0,80,1,2,10,2,10000,NA,NA,23,90,NA,NA,NA,1,726.35
NA,30,0,80,1,2,20,2,10000,NA,NA,23,90,NA,NA,NA,1,744.84
NA,45,0,80,1,2,30,2,10000,NA,NA,23,90,NA,NA,NA,1,640.48
NA,60,0,80,1,2,40,2,10000,NA,NA,23,90,NA,NA,NA,1,539.81
NA,15,0,60,1,2,10,2,10000,NA,NA,23,90,NA,NA,NA,1,641.89
NA,30,0,60,1,2,20,2,10000,NA,NA,23,90,NA,NA,NA,1,551.05
NA,45,0,60,1,2,30,2,10000,NA,NA,23,90,NA,NA,NA,1,483.54
NA,60,0,60,1,2,40,2,10000,NA,NA,23,90,NA,NA,NA,1,477.47
NA,15,0,40,1,2,10,2,10000,NA,NA,23,90,NA,NA,NA,1,497.24
NA,30,0,40,1,2,20,2,10000,NA,NA,23,90,NA,NA,NA,1,465.36
NA,45,0,40,1,2,30,2,10000,NA,NA,23,90,NA,NA,NA,1,493.67
NA,60,0,40,1,2,40,2,10000,NA,NA,23,90,NA,NA,NA,1,406.52
NA,15,0,20,1,2,20,2,10000,NA,NA,23,90,NA,NA,NA,1,511.06
NA,30,0,20,1,2,20,2,10000,NA,NA,23,90,NA,NA,NA,1,459.52
NA,45,0,20,1,2,30,2,10000,NA,NA,23,90,NA,NA,NA,1,449.77
NA,60,0,20,1,2,40,2,10000,NA,NA,23,90,NA,NA,NA,1,470.71
NA,15,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,115.7
NA,30,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,348.81
NA,45,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,452.8
NA,60,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,578.87
NA,60,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,490.85
NA,15,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,560.24
NA,30,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,707.77
NA,45,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,697.31
NA,60,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,676.07
NA,60,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,682.88
NA,15,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,566.42
NA,30,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,594.72
NA,45,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,641.42
NA,60,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,718.3
NA,60,0,40,1,2,NA,2,10000,NA,NA,23,58,NA,NA,NA,1,734.34
NA,15,0,40,1,2,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,863.08
NA,30,0,40,1,2,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,854.14
NA,45,0,40,1,2,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,857.6
NA,60,0,40,1,2,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,930.29
NA,60,0,40,1,2,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,947.6
NA,15,0,40,1,1,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,322.88
NA,30,0,40,1,1,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,493.72
NA,45,0,40,1,1,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,471.32
NA,60,0,40,1,1,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,468.78
NA,60,0,40,1,1,NA,1,10000,NA,NA,23,90,NA,NA,NA,1,556.54
0,0,0,NA,1,NA,10,2,50000,0,435.1,7.3,66.54536234,272,6.5,8,1,64.97
30,0,0,NA,1,NA,10,2,50000,154029.4386,435.1,7.3,41.06488591,272,6.5,8,1,155.3
60,0,0,NA,1,NA,10,2,50000,262008.5159,435.1,7.3,65.11113646,272,6.5,8,1,385.9
90,0,0,NA,1,NA,10,2,50000,393012.7738,435.1,7.3,71.62225011,272,6.5,8,1,145.9
150,0,0,NA,1,NA,10,2,50000,655021.2896,435.1,7.3,68.36669329,272,6.5,8,1,200.57
0,50,50,NA,NA,NA,10,2,50000,0,435.1,7.3,66.54536234,272,6.5,8,1,789.72
30,50,50,NA,NA,NA,10,2,50000,154029.4386,435.1,7.3,41.06488591,272,6.5,8,1,884.7
60,50,50,NA,NA,NA,10,3,50000,262008.5159,435.1,7.3,65.11113646,272,6.5,8,1,729.4
90,50,50,NA,NA,NA,10,3,50000,393012.7738,435.1,7.3,71.62225011,272,6.5,8,1,983.5
150,50,50,NA,NA,NA,10,3,50000,655021.2896,435.1,7.3,68.36669329,272,6.5,8,1,971.82
0,0,0,NA,NA,NA,10,2,50000,0,435.1,7.3,66.54536234,272,6.5,8,1,851.2
30,0,0,NA,NA,NA,10,3,50000,154029.4386,435.1,7.3,41.06488591,272,6.5,8,1,1058.8
60,0,0,NA,NA,NA,10,3,50000,262008.5159,435.1,7.3,65.11113646,272,6.5,8,1,1143.5
90,0,0,NA,NA,NA,10,3,50000,393012.7738,435.1,7.3,71.62225011,272,6.5,8,1,1204.7
150,0,0,NA,NA,NA,10,3,50000,655021.2896,435.1,7.3,68.36669329,272,6.5,8,1,1203.33
15,100,0,NA,NA,NA,50,NA,NA,NA,NA,25,50,NA,NA,NA,NA,22.03
30,100,0,NA,NA,NA,50,NA,NA,NA,NA,25,50,NA,NA,NA,NA,20.16
45,100,0,NA,NA,NA,50,NA,NA,NA,NA,25,50,NA,NA,NA,NA,18.13
60,60,39.9,NA,5,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
60,50,38.5,NA,6,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
15,100,0,NA,NA,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
60,76,24,NA,NA,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
60,66,24,NA,1,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
60,56,24,NA,1,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
60,62,28,NA,1,NA,NA,NA,NA,NA,NA,25,50,NA,NA,NA,NA,NA
7,0,0,95,1,1,70,1,NA,36114.47646,53.41414735,25,50,NA,NA,NA,NA,36.4
20,0,0,95,1,1,80,2,NA,83063.29585,117.5111242,25,50,NA,NA,NA,NA,26.6
40,0,0,95,1,1,80,2,NA,194212.0938,130.5747929,25,50,NA,NA,NA,NA,24.23
80,0,0,95,1,1,90,3,NA,317399.9459,165.3871145,25,50,NA,NA,NA,NA,21.43
NA,0,0,95,1,1,110,NA,NA,NA,NA,25,50,NA,NA,NA,NA,17.28
NA,0,0,95,1,1,130,NA,NA,NA,NA,25,50,NA,NA,NA,NA,14.2
7,0,0,95,1,1,70,1,NA,36114.47646,53.41414735,25,50,NA,NA,NA,NA,36.68
20,0,0,95,1,1,80,2,NA,83063.29585,117.5111242,25,50,NA,NA,NA,NA,26.57
40,0,0,95,1,1,80,2,NA,194212.0938,130.5747929,25,50,NA,NA,NA,NA,24.23
80,0,0,95,1,1,90,3,NA,317399.9459,165.3871145,25,50,NA,NA,NA,NA,21.43
NA,0,0,95,1,1,110,NA,NA,NA,NA,25,50,NA,NA,NA,NA,17.28
NA,0,0,95,1,1,130,NA,NA,NA,NA,25,50,NA,NA,NA,NA,14.2
7,0,0,95,2,NA,90,3,NA,36114.47646,53.41414735,25,50,NA,NA,NA,NA,41.49
20,0,0,95,2,NA,90,3,NA,83063.29585,117.5111242,25,50,NA,NA,NA,NA,29.77
40,0,0,95,2,NA,100,3,NA,194212.0938,130.5747929,25,50,NA,NA,NA,NA,22.34
80,0,0,95,2,NA,100,3,NA,317399.9459,165.3871145,25,50,NA,NA,NA,NA,14.62
NA,0,0,95,2,NA,110,3,NA,NA,NA,25,50,NA,NA,NA,NA,12.98
NA,0,0,95,2,NA,110,3,NA,NA,NA,25,50,NA,NA,NA,NA,12.97
7,0,0,95,2,NA,90,3,NA,36114.47646,53.41414735,25,50,NA,NA,NA,NA,41.49
20,0,0,95,2,NA,90,3,NA,83063.29585,117.5111242,25,50,NA,NA,NA,NA,29.77
40,0,0,95,2,NA,100,3,NA,194212.0938,130.5747929,25,50,NA,NA,NA,NA,22.34
80,0,0,95,2,NA,100,3,NA,317399.9459,165.3871145,25,50,NA,NA,NA,NA,14.63
NA,0,0,95,2,NA,110,3,NA,NA,NA,25,50,NA,NA,NA,NA,12.96
NA,0,0,95,2,NA,110,3,NA,NA,NA,25,50,NA,NA,NA,NA,12.96
NA,99,0,1,4,3,170,2,220000,NA,NA,38,2,NA,NA,NA,NA,60.05
NA,98,0,2,4,3,170,2,220000,NA,NA,38,2,NA,NA,NA,NA,61.68
NA,97,0,3,4,3,170,2,220000,NA,NA,38,2,NA,NA,NA,NA,58.88
NA,96,0,4,4,3,170,2,220000,NA,NA,38,2,NA,NA,NA,NA,52.1
NA,95,0,5,4,3,170,2,220000,NA,NA,38,2,NA,NA,NA,NA,49.3
NA,99,0,1,4,3,100,2,270000,NA,NA,38,2,NA,NA,NA,NA,57.01
NA,98,0,2,4,3,100,2,270000,NA,NA,38,2,NA,NA,NA,NA,54.48
NA,97,0,3,4,3,100,2,270000,NA,NA,38,2,NA,NA,NA,NA,49.89
NA,96,0,4,4,3,100,2,270000,NA,NA,38,2,NA,NA,NA,NA,52.41
NA,95,0,5,4,3,100,2,270000,NA,NA,38,2,NA,NA,NA,NA,55.86
NA,99,0,1,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,67.24
NA,98,0,2,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,57.95
NA,97,0,3,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,62.84
NA,96,0,4,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,56.23
NA,95,0,5,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,55.26
NA,99,0,1,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,61.81
NA,98,0,2,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,56.56
NA,97,0,3,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,52.98
NA,96,0,4,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,54.18
NA,95,0,5,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,52.03
NA,99,0,1,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,55.97
NA,98,0,2,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,60.19
NA,97,0,3,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,51.05
NA,96,0,4,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,56.67
NA,95,0,5,4,3,70,2,430000,NA,NA,38,2,NA,NA,NA,NA,55.03
NA,99,0,1,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,57.92
NA,98,0,2,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,54.37
NA,97,0,3,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,53.19
NA,96,0,4,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,55.08
NA,95,0,5,4,3,10,2,310000,NA,NA,38,2,NA,NA,NA,NA,52.01
NA,59.5,10.5,NA,1,2,NA,NA,NA,NA,NA,23,90,NA,NA,NA,NA,100.72
NA,59.5,10.5,NA,1,2,NA,NA,NA,NA,NA,23,90,NA,NA,NA,NA,78.59
NA,59.5,10.5,NA,1,2,NA,NA,NA,NA,NA,23,90,NA,NA,NA,NA,51.63
NA,59.5,10.5,NA,1,2,NA,NA,NA,NA,NA,23,90,NA,NA,NA,NA,53.13
NA,59.5,10.5,NA,1,2,NA,NA,NA,NA,NA,23,90,NA,NA,NA,NA,59
NA,0,40,60,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,53.6
NA,10,40,50,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,64.21
NA,30,40,30,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,85.22
NA,50,40,10,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,105.44
NA,60,40,0,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,115
NA,10,40,50,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,52.03
NA,10,40,51,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,46.77
NA,10,40,52,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,57.7
NA,10,40,53,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,54.57
NA,10,40,51,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,48.46
NA,10,40,52,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,43.48
NA,10,40,53,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,42.83
NA,10,40,51,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,48.82
NA,10,40,52,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,50.75
NA,10,40,53,NA,NA,NA,NA,NA,NA,NA,38,90,NA,NA,NA,NA,51.91
NA,0,19,NA,0,NA,80,NA,NA,NA,NA,38,90,NA,NA,NA,NA,19.81
NA,0,90,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,100.52
NA,0,80,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,126.16
NA,0,70,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,127.97
NA,0,60,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,228.41
NA,0,50,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,253.23
NA,0,90,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,10.93
NA,0,80,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,26.71
NA,0,70,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,98.38
NA,0,60,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,146.22
NA,0,50,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,210.49
NA,0,90,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,105.12
NA,0,80,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,151.92
NA,0,70,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,205.63
NA,0,60,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,247.06
NA,0,50,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,252.43
NA,0,90,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,44.5
NA,0,80,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,52.17
NA,0,70,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,59.85
NA,0,60,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,119.69
NA,0,50,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,152.69
NA,0,90,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,89.01
NA,0,80,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,92.28
NA,0,70,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,181.28
NA,0,60,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,206.15
NA,0,50,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,241.49
NA,0,90,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,32.07
NA,0,80,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,37.3
NA,0,70,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,54.32
NA,0,60,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,73.3
NA,0,50,NA,0,NA,80,NA,NA,NA,NA,25,100,NA,NA,NA,NA,109.29
NA,90,10,NA,NA,NA,NA,3,NA,NA,NA,30,90,NA,NA,NA,NA,127.45
NA,90,10,NA,3,NA,NA,2,NA,NA,NA,30,90,NA,NA,NA,NA,120.09
NA,90,10,NA,3,NA,NA,2,NA,NA,NA,30,90,NA,NA,NA,NA,167.55
NA,90,10,NA,3,NA,NA,2,NA,NA,NA,30,90,NA,NA,NA,NA,191.32
NA,90,10,NA,3,NA,NA,2,NA,NA,NA,30,90,NA,NA,NA,NA,261.42
NA,90,10,NA,0,NA,NA,3,NA,NA,NA,30,90,NA,NA,NA,NA,203.4
NA,90,10,NA,0,NA,NA,2,NA,NA,NA,30,90,NA,NA,NA,NA,275.76
NA,90,10,NA,0,NA,NA,2,NA,NA,NA,30,90,NA,NA,NA,NA,261.9
NA,90,10,NA,0,NA,NA,2,NA,NA,NA,30,90,NA,NA,NA,NA,300.76
NA,90,10,NA,0,NA,NA,2,NA,NA,NA,30,90,NA,NA,NA,NA,227.46
0,70,30,NA,NA,NA,10,2,NA,0,435.1,7.3,66.54536234,269,6.5,8,1,787.55
30,70,30,NA,NA,NA,10,2,NA,154029.4386,435.1,7.3,66.41454025,269,6.5,8,1,886.48
60,70,30,NA,NA,NA,10,3,NA,262008.5159,435.1,7.3,65.11113646,269,6.5,8,1,728.73
90,70,30,NA,NA,NA,10,3,NA,393012.7738,435.1,7.3,65.76224783,269,6.5,8,1,988.1
150,70,30,NA,NA,NA,10,3,NA,770147.1931,435.1,7.3,67.07749278,269,6.5,8,1,963.27
0,95,5,NA,NA,NA,10,2,NA,0,435.1,7.3,66.54536234,269,6.5,8,1,842.25
30,95,5,NA,NA,NA,10,2,NA,154029.4386,435.1,7.3,66.41454025,269,6.5,8,1,1064.98
60,95,5,NA,NA,NA,10,3,NA,262008.5159,435.1,7.3,65.11113646,269,6.5,8,1,1140.99
90,95,5,NA,NA,NA,10,3,NA,393012.7738,435.1,7.3,65.76224783,269,6.5,8,1,1189.47
150,95,5,NA,NA,NA,10,3,NA,770147.1931,435.1,7.3,67.07749278,269,6.5,8,1,NA
NA,100,0,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,1534.5
NA,80,20,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,671.02
NA,72,20,NA,3,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,437.67
NA,72,12,NA,3,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,451.01
NA,64,28,NA,3,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,397.07
NA,64,20,NA,3,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,368.82
NA,64,12,NA,3,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,423.08
NA,0,0,NA,3,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,272.55
NA,0,0,100,NA,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,69.02
NA,0,5,95,NA,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,74.24
NA,0,10,90,NA,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,80.15
NA,0,15,85,NA,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,134.28
NA,0,20,80,NA,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,157.93
NA,0,25,75,NA,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,174.48
NA,0,100,0,NA,NA,1000,2,80,NA,NA,25,84,NA,NA,NA,NA,1108.44
NA,0,20,80,NA,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,NA
NA,0,20,80,0,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,67.93
NA,0,20,80,0,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,61.36
NA,0,20,80,0,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,53.08
NA,0,20,80,0,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,108.79
NA,0,20,80,0,NA,1000,3,80,NA,NA,25,84,NA,NA,NA,NA,144.4
NA,100,0,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,275.85
NA,95,5,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,242.51
NA,90,10,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,250.58
NA,85,15,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,290.84
NA,80,20,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,NA
NA,75,25,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,NA
NA,80,20,NA,NA,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,NA
NA,80,20,NA,5,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,NA
NA,80,20,NA,5,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,272.8
NA,80,20,NA,5,NA,1000,NA,80,NA,NA,25,84,NA,NA,NA,NA,302.5
