Time_days,PBAT_pct,PLA_pct,Recyclable Materials,Additive Type,Color,Thickness_um,Roughness,Area_mm2,UV,Precipitation_mm,Temperature_C,Air_Humidity_pct,Soil_TN_mgkg,Soil_OC_gkg,Soil_pH,Fertilizer,Target_TS_MPa
30,NA,95,NA,0,3,5000,NA,NA,NA,18.11506785,23,65.77294641,NA,0.63,6.5,NA,69.16
45,NA,90,NA,0,3,5000,NA,NA,NA,121.0627167,23,66.53338068,NA,0.63,6.5,NA,70.1
60,NA,85,NA,0,3,5000,NA,NA,NA,123.6415722,23,65.27004019,NA,0.63,6.5,NA,68.06
60,NA,80,NA,0,3,5000,NA,NA,NA,123.6415722,23,65.27004019,NA,0.63,6.5,NA,60.33
15,NA,100,NA,NA,3,5000,NA,NA,NA,15.26554255,23,72.26854416,NA,0.63,6.5,NA,59.02
30,NA,60,40,NA,3,5000,NA,NA,NA,18.11506785,23,65.77294641,NA,0.63,6.5,NA,118.39
45,NA,52,48,NA,3,5000,NA,NA,NA,121.0627167,23,66.53338068,NA,0.63,6.5,NA,34.004
60,NA,45,55,NA,3,5000,NA,NA,NA,123.6415722,23,65.27004019,NA,0.63,6.5,NA,34.004
60,NA,60,40,0,3,5000,NA,NA,NA,123.6415722,23,65.27004019,NA,0.63,6.5,NA,118.67
60,NA,60,40,0,3,5000,NA,NA,NA,123.6415722,23,65.27004019,NA,0.63,6.5,NA,34.004
60,NA,60,40,0,3,5000,NA,NA,NA,123.6415722,23,65.27004019,NA,0.63,6.5,NA,34.004
