name,longitude,latitude,Soil_pH,soil_clay_pct,soil_silt_pct,soil_sand_pct,Soil_OC_gkg,Soil_TN_mgkg,soil_bulk_density,soil_coarse_frag_pct
鄂城区,114.89523244558472,30.333364862300183,6.3,28.3,47.9,23.9,25.0,273.0,124.0,156.0
龙里县,106.98503278234318,26.502913558667792,5.9,25.1,43.9,31.1,43.5,389.0,116.0,232.0
华容区,114.71435617378002,30.484104562892824,6.7,31.5,49.9,18.6,29.0,284.0,122.0,116.0
梁子湖区,114.61718796228166,30.17080913037112,6.2,28.2,48.9,23.0,35.2,281.0,121.0,132.0
光明区,113.92690817288316,22.765971109385312,5.9,28.5,34.8,36.6,32.0,426.0,112.0,76.0
高陵区,109.06090366806264,34.50860705572627,7.7,21.3,53.9,24.8,17.3,137.0,133.0,113.0
三都水族自治县,107.9461632523417,25.84852847388471,5.7,28.8,45.1,26.2,44.6,495.0,117.0,167.0
坪山区,114.35734610996391,22.69115102924091,5.6,27.8,27.6,44.7,28.2,334.0,111.0,104.0
鄠邑区,108.58078239334766,33.998918072427415,6.1,19.4,46.2,34.4,61.8,504.0,114.0,165.0
惠水县,106.7120369708487,25.97962940845903,5.9,30.5,45.4,24.1,41.1,369.0,117.0,206.0
临潼区,109.2828186029678,34.4581172356034,7.4,21.2,48.5,30.3,20.8,126.0,133.0,133.0
长安区,108.93028424450522,34.036855508405765,7.5,23.4,51.6,24.9,24.4,181.0,131.0,138.0
雁塔区,108.92831250480168,34.212032173823786,,,,,,,,
阎良区,109.29216345282356,34.65936736318175,7.7,18.9,52.8,28.3,13.5,125.0,133.0,130.0
河口瑶族自治县,103.81449705428577,22.78660353886185,5.5,31.9,35.6,32.5,44.8,340.0,110.0,170.0
绿春县,102.23766106056634,22.87634449700072,5.4,30.0,40.8,29.2,51.6,452.0,107.0,203.0
金平苗族瑶族傣族自治县,103.09425907994056,22.78056062680077,5.6,31.2,38.5,30.3,35.7,321.0,120.0,183.0
隆安县,107.68478539207572,23.105539138062984,5.8,38.8,36.1,25.2,24.0,238.0,119.0,112.0
上林县,108.63510671657129,23.517733606733245,5.3,33.3,44.0,22.8,29.4,278.0,121.0,112.0
马山县,108.15880480249298,23.66051452339519,5.2,31.6,48.1,20.4,41.4,332.0,117.0,140.0
前锋区,106.86265615179867,30.53640580174928,6.2,29.9,40.1,30.0,38.9,334.0,131.0,131.0
龙城区,120.27861854514016,41.55837292046653,7.7,22.3,39.1,38.6,16.0,218.0,137.0,147.0
双塔区,120.54391993765267,41.57871726076532,7.7,24.5,39.8,35.8,19.9,222.0,134.0,170.0
华龙区,115.01838572946146,35.750670429543334,8.1,19.4,50.1,30.5,9.0,99.0,135.0,40.0
广安区,106.69345537335178,30.622460763024108,6.3,32.5,41.7,25.8,39.2,311.0,130.0,139.0
灞桥区,109.08871713805986,34.30501500606474,7.4,20.9,50.5,28.7,23.6,161.0,131.0,133.0
未央区,108.90928917045558,34.34342638452423,7.4,20.1,55.1,24.8,15.2,142.0,135.0,109.0
宾阳县,108.9294259143639,23.16444122377701,5.6,33.7,45.2,21.1,24.5,247.0,122.0,76.0
宣州区,118.7908464830272,30.94191639274864,6.1,33.9,52.8,13.3,23.5,242.0,125.0,80.0
北塔区,111.41467312444102,27.25199551297901,5.7,31.9,41.3,26.8,30.7,319.0,121.0,216.0
恩平市,112.2763249618826,22.23557371530413,5.4,26.8,36.0,37.2,29.9,284.0,110.0,118.0
鹤山市,112.7909907397182,22.67158205653651,5.0,26.9,30.9,42.2,38.7,367.0,108.0,138.0
开平市,112.5346115610822,22.373466930110837,5.6,27.1,37.0,35.9,26.9,282.0,112.0,91.0
汪清县,129.9276034774869,43.53016890958593,6.0,18.9,45.7,35.5,84.3,595.0,112.0,171.0
莲湖区,108.89733764532318,34.272109978973894,,,,,,,,
台山市,112.70116225056351,22.03153001455556,5.4,31.3,46.3,22.5,38.2,353.0,114.0,107.0
新城区,108.98657266028695,34.273127814526816,,,,,,,,
碑林区,108.9546465924248,34.248197281715385,,,,,,,,
龙华区,114.03041254681268,22.68688067635062,5.7,29.1,28.1,42.8,27.4,321.0,115.0,88.0
安图县,128.42378998206794,42.68742509653048,6.2,26.8,43.1,30.2,83.2,825.0,111.0,143.0
盐田区,114.26591805125256,22.59853083608835,,,,,,,,
龙岗区,114.33052150456844,22.646501621609676,5.1,29.4,31.3,39.4,42.8,369.0,107.0,112.0
宝安区,113.85736880844236,22.684960351791656,5.3,29.9,28.2,41.9,38.5,388.0,111.0,103.0
南山区,113.9377482177826,22.55480347921421,6.0,27.7,29.6,42.8,23.0,341.0,116.0,71.0
福田区,114.04408830683435,22.54869188271049,5.7,31.5,33.3,35.3,52.7,344.0,82.0,61.0
罗湖区,114.143327875436,22.578009306312325,5.6,25.3,29.2,45.5,44.8,390.0,111.0,98.0
大祥区,111.48126691490444,27.163029534148407,5.5,31.9,40.6,27.5,29.5,398.0,125.0,156.0
双清区,111.5408319368571,27.245767261444257,5.9,30.3,41.8,27.8,29.4,433.0,122.0,203.0
迁西县,118.36008224576702,40.23162101513758,7.4,15.4,35.7,49.0,21.9,225.0,128.0,156.0
滦南县,118.59166809757453,39.45272554439254,7.8,23.1,30.9,46.1,9.6,164.0,137.0,74.0
乐亭县,118.93191822961668,39.34107744110149,7.9,20.6,36.3,43.1,11.1,171.0,134.0,72.0
玉田县,117.72568471631048,39.812442713210366,7.9,24.6,38.9,36.5,11.8,178.0,135.0,83.0
邹平市,117.6593012820308,36.94967994197523,7.7,25.0,46.5,28.6,10.1,148.0,133.0,54.0
沅江市,112.54850019200244,28.972165941435883,6.5,26.7,47.2,26.1,25.7,259.0,121.0,110.0
华阴市,110.04167779758022,34.52397547515913,7.1,18.3,48.7,33.0,35.5,248.0,123.0,165.0
韩城市,110.38515646735492,35.572291279831674,7.9,19.3,48.0,32.8,31.1,239.0,126.0,138.0
龙川县,115.351078038262,24.32978885915276,5.7,22.9,32.0,45.2,30.6,283.0,116.0,143.0
紫金县,115.05241531123472,23.521694305064443,5.4,26.3,29.6,44.2,37.1,338.0,110.0,127.0
东源县,114.81423564677412,23.929968344290803,5.6,27.4,30.9,41.7,36.5,328.0,114.0,111.0
香格里拉市,99.82228124328786,27.90386868747797,5.8,17.2,43.0,39.8,104.3,532.0,93.0,265.0
和平县,115.00100782566577,24.448326269137887,5.6,25.6,30.0,44.4,44.8,349.0,115.0,151.0
连平县,114.53240194793231,24.334901002718794,5.7,29.5,30.0,40.5,41.4,364.0,114.0,179.0
岳池县,106.41061556086156,30.535370034351445,6.4,31.6,44.4,24.0,28.6,345.0,130.0,119.0
武胜县,106.22278426139472,30.36834538034681,6.4,29.7,43.2,27.1,33.6,284.0,130.0,134.0
邻水县,106.9920703533278,30.259203009085407,5.9,28.4,40.4,31.2,41.0,361.0,124.0,144.0
永吉县,126.21558965557068,43.59279842747819,6.4,22.3,42.0,35.7,48.9,415.0,119.0,113.0
南明区,106.78075065611328,26.547442239709763,5.9,31.8,41.0,27.3,35.0,377.0,117.0,195.0
云岩区,106.68778012985842,26.60285122242709,5.7,30.4,42.3,27.4,45.2,373.0,117.0,208.0
图们市,129.82609259375042,43.02494515308139,6.4,17.6,44.8,37.6,73.1,634.0,120.0,161.0
敦化市,128.22412447049808,43.553884179702735,6.3,23.9,44.9,31.3,75.5,491.0,112.0,125.0
周至县,108.10886103409284,33.95047370427095,6.2,21.5,45.1,33.4,52.6,419.0,116.0,179.0
延吉市,129.32640828243694,43.099870475206906,6.2,17.7,42.3,40.0,106.7,651.0,108.0,143.0
和龙市,128.89723804438106,42.45698019978757,6.1,20.6,44.9,34.5,95.6,652.0,112.0,178.0
凭祥市,106.8277607404642,22.09218054063029,6.2,32.2,43.8,24.1,25.1,191.0,119.0,156.0
珲春市,130.68534649531736,43.06513009586437,5.9,17.6,46.0,36.5,82.5,748.0,114.0,177.0
龙井市,129.4327639331946,42.69999358725902,6.2,18.9,43.1,38.1,71.9,645.0,118.0,155.0
江油市,104.92341508581475,31.948444315321925,7.0,23.6,44.5,31.9,28.5,497.0,129.0,153.0
田阳区,106.80107958334249,23.72660940645268,6.2,31.7,46.6,21.7,32.3,242.0,118.0,186.0
古冶区,118.4309952713795,39.71344095721121,7.4,25.4,33.5,41.2,15.2,182.0,134.0,99.0
右江区,106.49462337312262,23.93876856670643,6.0,28.3,49.4,22.4,33.6,238.0,117.0,150.0
开平区,118.27135158203876,39.7005389334405,7.5,31.2,50.0,18.7,15.7,195.0,135.0,101.0
宣威市,104.1423215312541,26.27271870347386,6.3,34.5,41.8,23.8,35.2,398.0,122.0,201.0
自流井区,104.69921739718916,29.276286999513488,6.2,29.7,39.0,31.3,31.2,320.0,131.0,139.0
路南区,118.00429245335822,39.425750752502815,7.9,28.0,37.9,34.2,11.3,187.0,135.0,76.0
路北区,118.11202874343122,39.646390223763895,7.6,23.8,37.2,39.1,11.7,163.0,135.0,89.0
大安区,104.92729655698706,29.386615544720183,6.6,28.9,42.6,28.6,32.0,331.0,128.0,110.0
丰润区,118.07927279826076,39.81932744515856,7.7,23.6,31.8,44.6,10.7,168.0,134.0,89.0
贡井区,104.5842184789426,29.299581994267637,6.1,20.3,35.5,44.2,31.3,376.0,130.0,114.0
清原满族自治县,124.91193434077351,42.11017790111639,6.1,19.8,44.4,35.9,55.2,380.0,123.0,155.0
曹妃甸区,118.40837526981628,39.19149414149447,7.7,23.4,44.3,32.3,40.0,206.0,128.0,99.0
新宾满族自治县,124.8295122735533,41.62299868266092,6.1,19.4,37.4,43.2,55.3,390.0,122.0,140.0
抚顺县,124.16169286546769,41.67340485122564,6.2,19.3,34.3,46.4,55.0,380.0,123.0,151.0
丰南区,118.15263855402804,39.44804997777809,7.8,24.6,31.4,44.1,10.2,178.0,136.0,83.0
蓝田县,109.4121608585131,34.095400604144,6.8,19.5,45.9,34.6,38.2,309.0,122.0,154.0
涿州市,115.98693174580612,39.47494968189831,7.8,17.4,36.6,46.1,15.8,156.0,135.0,107.0
高碑店市,116.02808489438534,39.25822472171421,8.0,15.6,41.5,43.0,12.5,169.0,134.0,79.0
黔西市,106.11083359106338,27.047529731235823,5.7,31.4,42.6,26.0,38.1,360.0,119.0,194.0
定州市,115.04473586019034,38.46000358503838,7.9,19.7,38.4,42.0,9.1,161.0,133.0,145.0
安国市,115.32281122520205,38.38469470808322,7.9,22.8,36.7,40.6,8.5,155.0,136.0,152.0
红谷滩区,115.76416497286428,28.53046892834272,5.9,27.5,47.0,25.5,14.2,135.0,122.0,143.0
金东区,119.79591522530164,29.15173005506775,6.1,28.8,47.0,24.2,20.0,213.0,110.0,125.0
青山湖区,115.97614177084374,28.66022932974605,5.7,32.0,45.0,23.0,15.8,137.0,122.0,105.0
新建区,115.91707616739602,28.83137389241674,5.8,30.4,44.1,25.5,15.8,156.0,125.0,137.0
源城区,114.64028869692308,23.6875935458904,5.3,23.6,29.1,47.4,48.5,334.0,109.0,135.0
婺城区,119.50571359682428,28.97952398111356,5.6,29.5,44.2,26.4,40.6,347.0,112.0,143.0
大丰区,120.55317755372204,33.18829238516211,7.5,26.3,56.7,17.1,21.9,291.0,124.0,69.0
曲水县,90.7058792385333,29.44156018814524,7.0,13.5,39.0,47.6,35.9,422.0,123.0,87.0
商州区,109.86175851567296,33.8900160030142,7.2,18.3,46.2,35.6,29.6,201.0,129.0,128.0
亭湖区,120.27485037858598,33.42378800899032,7.5,32.2,47.4,20.3,18.9,289.0,125.0,75.0
盐都区,119.9604182241281,33.264979690695874,7.6,31.0,52.6,16.5,26.3,301.0,120.0,66.0
墨竹工卡县,92.02470879748122,29.912352836018336,6.6,11.1,33.9,55.0,56.6,445.0,103.0,166.0
林周县,91.34371179398528,30.114891962699843,6.9,12.6,34.6,53.0,40.4,369.0,103.0,220.0
当雄县,90.88277738777607,30.420055721868824,7.2,12.7,35.5,51.7,24.9,320.0,125.0,167.0
尼木县,90.08711548365908,29.59941931638185,7.1,12.9,38.4,48.7,33.3,377.0,112.0,158.0
磐石市,126.1612300108133,43.04799375400441,6.1,21.0,45.1,33.9,45.5,390.0,123.0,103.0
大方县,105.68468127415385,27.22836507429398,5.6,31.1,36.8,32.1,48.5,503.0,110.0,200.0
都匀市,107.46710135259322,26.149989920859085,5.8,28.2,28.1,43.8,44.1,425.0,116.0,219.0
金沙县,106.26489164429206,27.446083657754805,5.7,29.5,38.1,32.5,37.9,352.0,118.0,182.0
进贤县,116.30449548581416,28.439395272738523,5.4,30.3,49.7,20.0,15.3,128.0,129.0,102.0
织金县,105.78211467938986,26.64547021839692,5.5,35.6,43.0,21.5,46.6,363.0,117.0,198.0
仙游县,118.69468603315428,25.467728746335776,5.5,28.3,41.0,30.7,37.0,292.0,118.0,119.0
纳雍县,105.27457103712814,26.80577312112679,6.0,25.5,41.2,33.3,50.5,406.0,113.0,187.0
福泉市,107.48053750514975,26.7752017985452,6.3,27.6,45.9,26.5,41.1,422.0,116.0,204.0
弥勒市,103.38161130853922,24.221976883985707,6.6,32.0,35.0,33.0,28.7,259.0,126.0,176.0
富源县,104.35949422286414,25.463366879343635,6.3,34.6,41.7,23.7,42.4,337.0,121.0,191.0
威宁彝族回族苗族自治县,104.12773471029313,26.9097537545666,6.3,34.8,42.5,22.7,40.5,552.0,118.0,174.0
安义县,115.58353577265648,28.8316819105357,5.7,29.4,42.2,28.5,16.6,181.0,128.0,137.0
蒙自市,103.48525486077864,23.334372332028973,5.8,31.1,40.5,28.4,36.5,316.0,119.0,188.0
会泽县,103.45928473817652,26.45684898279649,5.9,32.8,46.6,20.7,48.6,433.0,119.0,197.0
赫章县,104.62949154698634,27.132920099218342,5.9,24.7,38.0,37.3,55.3,450.0,110.0,188.0
合作市,103.07678250888648,34.98712384131054,7.6,20.7,54.0,25.4,52.3,431.0,118.0,154.0
开远市,103.39173953664177,23.725671249503435,5.9,31.4,38.7,29.9,48.0,401.0,114.0,234.0
师宗县,104.11988134273142,24.674095070039037,6.0,35.9,38.3,25.8,46.8,367.0,117.0,199.0
南昌县,116.0586512820857,28.61793199698161,5.6,31.0,47.0,22.0,17.5,159.0,122.0,86.0
个旧市,103.13517198697524,23.3126628295809,5.7,29.1,41.5,29.4,48.8,370.0,116.0,211.0
罗平县,104.33916769251066,24.97982422516446,6.2,36.6,43.2,20.3,39.3,308.0,117.0,150.0
陆良县,103.7000628104766,25.03610314465821,6.5,34.1,41.6,24.3,30.1,256.0,123.0,202.0
德保县,106.58360215238262,23.379356025318632,6.0,33.8,45.9,20.3,29.7,279.0,119.0,165.0
凌云县,106.63778952054878,24.36048626690958,6.0,28.0,45.6,26.3,38.3,261.0,120.0,191.0
那坡县,105.82334440012244,23.245716209188966,5.7,34.8,43.7,21.5,34.7,291.0,115.0,175.0
盐亭县,105.4693371969214,31.24448248072412,7.2,22.4,51.3,26.4,32.8,454.0,129.0,179.0
当涂县,118.59544052356776,31.46483439531664,6.7,42.0,50.2,7.8,19.0,274.0,125.0,114.0
田东县,107.18122822093515,23.610802845981336,6.4,31.3,47.8,21.0,17.9,212.0,122.0,199.0
三台县,105.0336376523488,31.114798866363603,7.4,26.5,51.2,22.3,35.2,422.0,128.0,157.0
平武县,104.39567502101964,32.44162357501086,5.8,22.5,44.6,32.9,46.6,578.0,121.0,245.0
梓潼县,105.18491523074192,31.65038823633593,7.0,23.3,53.2,23.5,35.9,511.0,128.0,189.0
含山县,118.04204514195662,31.65719745005224,6.1,31.1,48.3,20.5,19.0,260.0,129.0,121.0
北川羌族自治县,104.26379646558634,31.93801352143949,5.9,25.2,41.9,32.9,50.4,600.0,123.0,249.0
和县,118.2931676657615,31.754832744029983,6.7,35.5,54.3,10.3,15.6,268.0,129.0,87.0
田林县,105.98883996134334,24.39331574995141,5.9,34.1,41.4,24.6,37.5,310.0,126.0,174.0
蛟河市,127.32574422921216,43.704740857626064,6.4,24.4,52.1,23.4,48.6,494.0,112.0,108.0
乐业县,106.50668489754284,24.82664685252117,5.9,33.0,44.7,22.3,42.6,328.0,116.0,181.0
舒兰市,127.10162271137492,44.32645593207957,6.2,25.2,50.9,24.0,64.4,596.0,110.0,120.0
桦甸市,127.03573311897696,43.04445616418047,6.2,24.9,43.4,31.8,73.6,573.0,112.0,157.0
柞水县,109.26808505871465,33.690180906272175,6.7,20.8,44.9,34.4,34.4,352.0,119.0,173.0
横州市,109.15817515478008,22.771303266437894,5.5,33.0,32.4,34.6,30.0,259.0,118.0,119.0
浦江县,119.89694948980538,29.52289126191696,5.7,24.5,48.5,27.0,47.1,429.0,107.0,139.0
磐安县,120.5553362994618,29.04158441651986,5.4,24.5,42.9,32.7,58.6,406.0,107.0,181.0
西林县,105.0830985826328,24.393404722685037,5.6,30.4,44.1,25.5,36.8,273.0,116.0,168.0
高阳县,115.82494824250574,38.66692642217296,7.9,21.2,47.4,31.5,9.9,194.0,136.0,169.0
容城县,115.89540858951112,39.052403456776105,8.0,18.1,43.9,38.0,10.0,187.0,133.0,93.0
武义县,119.71028658842062,28.77073934431775,5.3,30.3,45.4,24.3,63.4,434.0,110.0,174.0
沁县,112.6388923925905,36.701639648188575,7.6,17.8,42.1,40.1,16.2,175.0,131.0,107.0
沁源县,112.27716915445386,36.69422277004567,6.6,18.3,41.9,39.8,46.6,417.0,113.0,146.0
建平县,119.61765897691286,41.8344625700725,7.9,19.4,35.2,45.5,14.8,197.0,135.0,178.0
易县,115.24053748362051,39.309725157293066,7.6,16.8,36.7,46.5,21.4,227.0,127.0,163.0
朝阳县,120.2879845934248,41.34803375939547,7.6,22.5,37.0,40.5,23.2,307.0,128.0,167.0
曲阳县,114.64861902662228,38.70004653620179,7.8,16.8,37.7,45.5,12.1,150.0,132.0,140.0
望都县,115.16596346510428,38.67131290629195,8.0,18.9,34.7,46.5,11.0,157.0,133.0,110.0
安新县,115.87235476304308,38.87262726753014,8.0,23.0,43.1,34.0,11.2,192.0,134.0,89.0
博野县,115.4749626362069,38.45273292016004,7.9,23.4,43.8,32.9,9.5,182.0,133.0,153.0
隆林各族自治县,105.29773998320456,24.67870836137791,5.7,35.2,42.2,22.6,41.4,271.0,116.0,194.0
雄县,116.1694452069532,39.037367970344384,8.0,19.4,41.4,39.2,10.6,194.0,135.0,84.0
喀喇沁左翼蒙古族自治县,119.76336361313514,41.136126369370025,7.8,21.7,41.4,36.9,11.7,175.0,139.0,170.0
蠡县,115.65695160795028,38.522475917534365,7.9,20.9,49.5,29.7,11.1,165.0,134.0,141.0
顺平县,115.06033055463152,38.92112079510727,7.7,18.7,39.5,41.8,17.7,169.0,132.0,149.0
武乡县,112.9552434292142,36.88192533143376,7.6,13.8,38.3,47.9,23.7,200.0,127.0,152.0
泾县,118.36350426746216,30.59472099720483,5.8,25.7,47.8,26.5,43.1,308.0,117.0,141.0
镇安县,109.0657346644444,33.37619208711741,6.5,18.9,46.6,34.6,38.1,390.0,119.0,165.0
山阳县,109.96853790554832,33.42279321941151,6.5,17.9,46.4,35.7,33.6,291.0,123.0,180.0
射阳县,120.24765044206993,33.770014234367345,7.4,29.7,59.2,11.1,19.2,287.0,127.0,69.0
郎溪县,119.1593108311742,31.096414870740343,5.9,39.7,50.2,10.1,25.9,274.0,125.0,101.0
商南县,110.7521944463435,33.40789874456787,6.5,20.7,44.7,34.5,33.5,253.0,124.0,170.0
建湖县,119.8228091407305,33.4841634974099,7.6,34.2,46.7,19.2,20.1,290.0,123.0,71.0
丹凤县,110.43164847570208,33.679976091029964,6.9,17.5,46.4,36.2,32.5,244.0,124.0,160.0
滨海县,120.01177429048496,34.085134718514304,7.8,38.9,39.5,21.7,25.0,265.0,127.0,65.0
洛南县,110.26098024568664,34.160718569787804,7.1,17.2,50.3,32.5,31.5,252.0,123.0,157.0
阜宁县,119.69328939973384,33.70779841508204,7.7,29.1,47.1,23.8,26.4,258.0,121.0,63.0
涞源县,114.7167251878116,39.35923353277583,7.8,16.2,35.9,47.8,12.8,148.0,124.0,140.0
旌德县,118.47457783157492,30.31649448333813,5.5,24.0,36.4,39.7,50.0,380.0,113.0,165.0
响水县,119.7850623227412,34.22641252163447,7.8,37.9,46.7,15.5,22.0,220.0,128.0,55.0
绩溪县,118.6510901342921,30.158064565761645,5.8,23.9,36.1,40.1,37.7,312.0,117.0,127.0
邵武市,117.46819608442748,27.233700509958517,5.0,25.9,29.6,44.5,40.2,295.0,117.0,143.0
青云谱区,115.91565569831091,28.626430106432878,5.9,26.9,39.8,33.3,15.7,158.0,122.0,119.0
贵定县,107.19369502062598,26.430733887478475,6.0,27.0,40.1,32.9,38.5,393.0,116.0,190.0
武夷山市,118.00089595810134,27.746133142658643,5.4,25.5,32.3,42.2,20.4,151.0,126.0,175.0
红河县,102.23322974570829,23.247251780726813,5.8,27.0,43.9,29.1,48.5,363.0,115.0,252.0
荔波县,107.91919407499849,25.398109587484008,6.1,26.1,44.1,29.8,46.1,338.0,118.0,192.0
建瓯市,118.47009636688584,27.044078008150063,5.4,27.6,35.0,37.4,30.4,252.0,121.0,122.0
东湖区,115.9150309415355,28.730804706666216,6.0,29.7,45.7,24.6,24.4,208.0,123.0,119.0
元阳县,102.81100511675962,23.066084731133863,5.4,31.4,38.3,30.5,71.5,600.0,103.0,239.0
瓮安县,107.41092587861542,27.16868272123845,5.7,31.6,46.8,21.7,46.9,399.0,117.0,175.0
西湖区,115.87129320987586,28.64500737581056,5.7,29.3,48.1,22.7,20.6,190.0,126.0,103.0
泸西县,103.77400729461657,24.51436027247269,6.6,33.2,40.8,26.0,30.0,243.0,124.0,194.0
平塘县,107.10098562391698,25.78897638478774,6.0,27.7,40.4,32.0,44.8,382.0,118.0,213.0
城厢区,118.92822207204496,25.41625523531008,5.8,25.9,40.5,33.6,32.5,267.0,121.0,124.0
石屏县,102.44493712235844,23.742341047644345,6.3,29.3,46.5,24.3,38.7,265.0,124.0,187.0
独山县,107.55463741314465,25.63641084598142,5.9,26.0,31.7,42.3,41.4,440.0,116.0,196.0
涵江区,119.0562238827098,25.604048754800385,5.6,27.1,42.9,30.0,38.9,308.0,117.0,117.0
建水县,102.88121193358096,23.67915840794037,6.4,28.5,39.4,32.1,20.7,169.0,129.0,183.0
长顺县,106.39411080019616,25.997708357727483,5.8,36.3,43.1,20.6,44.0,368.0,116.0,200.0
荔城区,119.07787387023616,25.404530953018075,6.4,19.0,40.0,41.0,18.9,352.0,125.0,75.0
屏边苗族自治县,103.74023176907882,23.09991617073315,5.7,31.1,39.4,29.6,42.2,376.0,116.0,172.0
罗甸县,106.69865923238956,25.41674656742104,6.1,30.9,43.8,25.3,37.2,285.0,119.0,222.0
秀屿区,119.18216289476165,25.23521524008541,6.6,18.9,38.2,42.9,35.7,303.0,125.0,124.0
南县,112.43161726717534,29.239137531139725,6.6,25.6,48.6,25.8,29.6,289.0,124.0,112.0
安化县,111.37944180472066,28.28401710455921,5.7,26.4,41.5,32.1,56.4,548.0,104.0,181.0
桃江县,111.97773233919985,28.461588880260383,6.0,27.0,45.0,28.0,35.3,327.0,118.0,151.0
花山区,118.54807184642344,31.72127905934635,6.4,34.0,47.1,18.9,18.5,262.0,130.0,81.0
博望区,118.7570953439132,31.57129448377507,6.6,34.2,53.7,12.1,21.9,254.0,124.0,112.0
雨山区,118.53552087921432,31.64199358957772,6.4,32.5,46.4,21.2,22.0,254.0,127.0,85.0
南沙区,113.4855546542279,8.391287492744182,,,,,,,,
西沙区,113.88137188051866,16.44959588552736,,,,,,,,
清苑区,115.47731672372412,38.71750847620168,7.8,23.7,44.0,32.3,10.4,190.0,135.0,118.0
徐水区,115.56865775829164,39.03567245175045,7.9,20.9,39.2,39.9,10.6,158.0,134.0,89.0
莲池区,115.5076218278354,38.855001437022274,7.8,23.6,41.8,34.6,12.6,172.0,133.0,74.0
满城区,115.2488731471558,38.969895209334425,7.7,17.0,39.9,43.1,22.9,224.0,130.0,177.0
郧阳区,110.72424982582004,32.86111354607499,7.0,25.5,43.4,31.1,30.2,251.0,125.0,142.0
张湾区,110.63569156737287,32.64830182353274,6.9,24.6,39.8,35.6,28.9,296.0,126.0,149.0
茅箭区,110.78253380332728,32.5214114264309,6.5,27.7,41.0,31.3,41.6,346.0,120.0,154.0
华蓥市,106.74882504946572,30.317466201872083,6.4,30.1,35.1,34.9,35.9,344.0,129.0,118.0
土默特右旗,110.68193374243344,40.52026331241045,8.2,24.3,48.8,27.0,11.0,230.0,138.0,129.0
合浦县,109.32939941167312,21.737149707416165,5.8,30.4,31.2,38.4,20.4,255.0,136.0,84.0
殷都区,114.20214636190828,36.141393937353904,7.8,23.9,46.1,30.1,11.5,117.0,134.0,110.0
龙安区,114.24529251711726,36.041384801897145,7.6,23.3,44.8,31.9,14.6,145.0,134.0,93.0
北关区,114.37241054097116,36.16375203519508,8.0,19.9,54.1,26.0,10.8,126.0,134.0,69.0
望城区,112.81504850791823,28.371101607967464,6.2,30.6,47.5,21.9,32.3,240.0,125.0,126.0
文峰区,114.38319300485485,36.03935531364401,7.9,20.3,51.9,27.8,8.8,108.0,134.0,85.0
雨花区,113.07815268689056,28.065562471225483,5.7,33.1,41.0,26.0,31.7,240.0,124.0,150.0
固阳县,110.14289632762592,41.11918058256391,7.7,15.4,34.3,50.3,14.4,226.0,131.0,162.0
达尔罕茂明安联合旗,110.28284767321892,41.93143922789423,8.1,17.8,31.6,50.7,9.4,171.0,141.0,159.0
襄垣县,112.97625107064606,36.57380113363632,7.6,18.9,42.5,38.6,23.0,163.0,128.0,139.0
平顺县,113.51932511251609,36.21505771107852,6.7,21.2,46.5,32.3,44.3,441.0,117.0,171.0
黎城县,113.38393423604307,36.61188618271549,7.0,18.6,46.4,35.0,39.7,391.0,124.0,181.0
壶关县,113.35871409993882,35.9862442513921,6.9,18.7,50.4,30.9,44.8,443.0,121.0,166.0
武冈市,110.73288300182168,26.782537123149066,5.9,29.7,40.4,29.9,47.1,469.0,114.0,136.0
长子县,112.7898412263442,36.10468935418543,7.7,18.6,50.4,31.2,22.6,197.0,129.0,100.0
轮台县,84.56970293201111,41.808215290298094,8.0,21.9,41.1,37.0,8.4,173.0,138.0,171.0
尉犁县,86.84793797593449,40.84545117808091,7.9,16.4,33.5,50.2,12.9,173.0,136.0,231.0
若羌县,89.74781895867467,38.93137144768741,8.0,19.6,35.6,44.8,20.4,188.0,122.0,218.0
且末县,85.48901870094733,38.06814194823795,7.9,34.9,29.0,36.1,12.2,188.0,141.0,221.0
焉耆回族自治县,86.05425562476321,42.09032673493565,7.9,20.3,41.3,38.4,15.1,225.0,131.0,184.0
和静县,85.18560189081478,42.82172058774904,7.5,22.5,34.2,43.3,41.5,439.0,121.0,224.0
和硕县,87.58735146394352,42.128846858700285,8.1,21.9,40.5,37.6,15.0,201.0,137.0,185.0
博湖县,86.87770542079818,41.84762831516288,7.6,20.4,40.4,39.3,17.7,229.0,139.0,169.0
滨城区,117.9693966103806,37.41766471782165,7.9,22.2,59.6,18.2,7.1,139.0,135.0,63.0
涞水县,115.4316961275642,39.60895506845066,7.0,17.7,37.1,45.3,47.2,377.0,121.0,202.0
沾化区,118.07770115246925,37.80578103240116,7.9,31.5,47.0,21.5,11.0,144.0,135.0,35.0
定兴县,115.74226807060688,39.204643564588736,8.0,18.0,40.6,41.4,10.6,160.0,133.0,104.0
唐县,114.7939249522732,38.89670163046826,7.8,17.4,40.9,41.7,25.8,261.0,123.0,168.0
阜平县,114.15243780248618,38.887028266652536,7.2,16.5,37.4,46.2,32.3,308.0,124.0,169.0
邵东市,111.84515507190628,27.19013116166901,5.8,34.9,40.4,24.7,48.8,316.0,121.0,120.0
天心区,112.97677073108586,28.067631243082324,5.5,31.7,46.9,21.4,27.8,198.0,127.0,139.0
芙蓉区,113.0428570394524,28.20159374496668,5.8,29.4,47.7,22.9,40.6,259.0,125.0,170.0
