PLA_pct,PBAT_pct,Thickness_um,Area_mm2,burial_depth_cm,Time_days,Temperature_C,Precipitation_mm,solar_rad_MJm2d,Soil_pH,soil_moisture_pct,soil_bulk_density,soil_clay_pct,soil_silt_pct,soil_sand_pct,soil_coarse_frag_pct,Soil_TN_mgkg,Soil_OC_gkg,micro_shannon,micro_chao1,compost,pre_photodegradation,plough,co2_emission,Target_DR_pct
90,0,300,1200,5,180,25,255.4632172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4783.327,1,0,0,0,4.388
90,0,300,1200,5,150,25,254.5322172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4783.327,1,0,0,0,4.215
90,0,300,1200,5,120,25,251.1144172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4783.327,1,0,0,0,3.868
90,0,300,1200,5,90,25,220.6342505,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4618.808,1,0,0,0,3.025
90,0,300,1200,5,60,25,193.1460043,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4785.766,1,0,0,0,2.065
90,0,300,1200,5,30,25,113.5279161,0,5,42.4512,125,38.6,25.6,35.8,57,15,9.280742459,5.446643,4512.15,1,0,0,0,1
90,0,300,1200,5,180,25,254.8614172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4711.524,1,0,0,0,3.719
90,0,300,1200,5,150,25,252.2910624,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4618.808,1,0,0,0,3.299
90,0,300,1200,5,120,25,251.496529,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4639.721,1,0,0,0,2.762
90,0,300,1200,5,90,25,219.8145731,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4639.721,1,0,0,0,2.342
90,0,300,1200,5,60,25,193.1460043,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4785.766,1,0,0,0,1.863
90,0,300,1200,5,30,25,118.7558161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.454353,4512.15,1,0,0,0,0
90,0,300,1200,5,180,25,255.243529,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4618.808,1,0,0,0,3.238
90,0,300,1200,5,150,25,254.312529,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4639.721,1,0,0,0,2.949
90,0,300,1200,5,120,25,251.496529,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4639.721,1,0,0,0,2.937
90,0,300,1200,5,90,25,214.6275731,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4785.766,1,0,0,0,1.963
90,0,300,1200,5,60,25,192.9200043,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4512.15,1,0,0,0,0.974
90,0,300,1200,5,30,25,118.7558161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.454353,4512.15,1,0,0,0,0
90,0,300,1200,5,180,25,255.243529,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4639.721,1,0,0,0,3.005
90,0,300,1200,5,150,25,254.312529,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4639.721,1,0,0,0,2.905
90,0,300,1200,5,120,25,244.4042065,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4785.766,1,0,0,0,2.004
90,0,300,1200,5,90,25,214.4831731,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4512.15,1,0,0,0,1.015
90,0,300,1200,5,60,25,192.9200043,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4512.15,1,0,0,0,0.959
90,0,300,1200,5,30,25,118.7558161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.454353,4512.15,1,0,0,0,0
90,0,300,1200,5,180,25,254.8614172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4783.327,1,0,0,0,4.157
90,0,300,1200,5,150,25,252.2910624,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4618.808,1,0,0,0,3.271
90,0,300,1200,5,120,25,251.496529,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4639.721,1,0,0,0,2.922
90,0,300,1200,5,90,25,214.6275731,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4785.766,1,0,0,0,1.964
90,0,300,1200,5,60,25,197.7452989,0,5,42.2962,125,38.6,25.6,35.8,57,15,9.280742459,5.455953,4512.15,1,0,0,0,0.002
90,0,300,1200,5,30,25,118.7558161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.454353,4512.15,1,0,0,0,0
60,0,300,1200,5,180,25,267.9051398,0,5,42.5462,125,38.6,25.6,35.8,57,15,9.280742459,5.0762,4568.623,1,0,0,0,8.404
60,0,300,1200,5,150,25,263.4710172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.0762,4540.739,1,0,0,0,6.144
60,0,300,1200,5,120,25,250.8665172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.0762,4561.652,1,0,0,0,5.665
60,0,300,1200,5,90,25,217.4749387,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.0762,4448.023,1,0,0,0,4.016
60,0,300,1200,5,60,25,195.3201989,0,5,42.2962,125,38.6,25.6,35.8,57,15,9.280742459,5.0842,4223.204,1,0,0,0,0.028
60,0,300,1200,5,30,25,118.7558161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.0826,4223.204,1,0,0,0,0.027
70,0,300,1200,5,180,25,265.2478172,0,5,42.5462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4543.289,1,0,0,0,7.074
70,0,300,1200,5,150,25,249.4642172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4464.515,1,0,0,0,4.441
70,0,300,1200,5,120,25,246.0464172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4425.128,1,0,0,0,3.697
70,0,300,1200,5,90,25,217.0774731,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4353.325,1,0,0,0,2.34
70,0,300,1200,5,60,25,195.3201989,0,5,42.2962,125,38.6,25.6,35.8,57,15,9.280742459,5.455953,4225.754,1,0,0,0,0.027
70,0,300,1200,5,30,25,118.7558161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.454353,4225.754,1,0,0,0,0.027
80,0,300,1200,5,180,25,265.2478172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4542.589,1,0,0,0,6.702
80,0,300,1200,5,150,25,253.9304172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4424.428,1,0,0,0,3.67
80,0,300,1200,5,120,25,251.1144172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4424.428,1,0,0,0,3.404
80,0,300,1200,5,90,25,214.6275731,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4410.486,1,0,0,0,1.809
80,0,300,1200,5,60,25,195.2172989,0,5,42.2962,125,38.6,25.6,35.8,57,15,9.280742459,5.455953,4225.054,1,0,0,0,0.028
80,0,300,1200,5,30,25,118.7558161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.454353,4225.054,1,0,0,0,0.027
90,0,300,1200,5,180,25,254.8614172,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4783.327,1,0,0,0,4.202
90,0,300,1200,5,150,25,252.2910624,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4618.808,1,0,0,0,3.324
90,0,300,1200,5,120,25,244.4042065,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4785.766,1,0,0,0,2.048
90,0,300,1200,5,90,25,214.6275731,0,5,42.4462,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4785.766,1,0,0,0,1.968
90,0,300,1200,5,60,25,197.7452989,0,5,42.2962,125,38.6,25.6,35.8,57,15,9.280742459,5.455953,4512.15,1,0,0,0,0.027
90,0,300,1200,5,30,25,118.7558161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.454353,4512.15,1,0,0,0,0.027
100,0,300,1200,5,180,25,248.1512065,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4743.94,1,0,0,0,1.633
100,0,300,1200,5,150,25,247.2202065,0,5,42.4912,125,38.6,25.6,35.8,57,15,9.280742459,5.448243,4743.94,1,0,0,0,1.649
100,0,300,1200,5,120,25,248.5421065,0,5,42.3412,125,38.6,25.6,35.8,57,15,9.280742459,5.455953,4512.15,1,0,0,0,0
100,0,300,1200,5,90,25,219.4844731,0,5,42.2962,125,38.6,25.6,35.8,57,15,9.280742459,5.455953,4512.15,1,0,0,0,0
100,0,300,1200,5,60,25,197.7452989,0,5,42.2962,125,38.6,25.6,35.8,57,15,9.280742459,5.455953,4512.15,1,0,0,0,0
100,0,300,1200,5,30,25,118.7398161,0,5,42.3012,125,38.6,25.6,35.8,57,15,9.280742459,5.454353,4512.15,1,0,0,0,0
47,0,24.35,12765.592,12.5,70,21.86428571,275.2666667,0,6.7,40.27,115,29.3,44.3,26.4,128,256,3.184454756,5.4329,12738.783,0,0,0,0,15.927
47,0,24.45,12765.592,12.5,60,22.80833333,251.516129,0,6.7,40.34,115,29.3,44.3,26.4,128,256,3.184454756,5.4329,12724.841,0,0,0,0,10.497
47,0,23.71,12775.592,12.5,50,23.17,182.0967742,0,6.7,40.34,115,29.3,44.3,26.4,128,256,3.184454756,5.4329,12710.724,0,0,0,0,6.998
47,0,24.34,12775.592,12.5,40,23.7125,112.6774194,0,6.7,40.14,115,29.3,44.3,26.4,128,256,3.184454756,5.4329,11948.38,0,0,0,0,2.187
47,0,24.425,12438.225,12.5,30,24.5,48.58064516,0,6.7,40.14,115,29.3,44.3,26.4,128,256,3.184454756,5.43242,10483.052,0,0,0,0,1.057
100,0,22.57,12708.225,12.5,70,21.86428571,275.2666667,0,6.7,45.235,115,29.3,44.3,26.4,128,256,3.184454756,5.615177,10517.305,0,0,0,0,0.197
100,0,22.57,12708.225,12.5,60,22.80833333,251.516129,0,6.7,45.275,115,29.3,44.3,26.4,128,256,3.184454756,5.615177,10517.305,0,0,0,0,0.182
100,0,22.49,12718.225,12.5,50,23.17,182.0967742,0,6.7,45.31,115,29.3,44.3,26.4,128,256,3.184454756,5.615177,10517.305,0,0,0,0,0.052
100,0,22.46,12718.225,12.5,40,23.7125,112.6774194,0,6.7,45.16,115,29.3,44.3,26.4,128,256,3.184454756,5.611642,10519.415,0,0,0,0,0.064
100,0,22.46,12438.225,12.5,30,24.5,48.58064516,0,6.7,45.16,115,29.3,44.3,26.4,128,256,3.184454756,5.609242,10519.415,0,0,0,0,0
80,0,15,10000,8.95,145,24.09655172,86.4,121.9,8.2,39.1396,140,22.9,31.8,45.3,139,198,9.280742459,6.498494,1756.282,0,0,1,0,39.653
80,0,15,10000,8.95,120,23.5,36.8,103.6,8.2,39.1096,140,22.9,31.8,45.3,139,198,9.280742459,6.498494,1756.282,0,0,1,0,35.876
80,0,15,10000,8.95,90,23.87777778,14.5,82.1,8.2,39.0946,140,22.9,31.8,45.3,139,198,9.280742459,6.498494,1756.282,0,0,1,0,45.695
80,0,15,10000,8.95,60,23.18333333,12.5,55.7,8.2,39.0946,140,22.9,31.8,45.3,139,198,9.280742459,6.498494,1742.656,0,0,1,0,44.562
80,0,15,10000,8.95,45,22.55555556,9.1,47.1,8.2,39.134,140,22.9,31.8,45.3,139,198,9.280742459,6.487889,1736.214,0,0,1,0,45.317
80,0,15,10000,8.95,30,19.83333333,7.56,27.8,8.2,39.134,140,22.9,31.8,45.3,139,198,9.280742459,6.474397,1714.874,0,0,1,0,50.906
100,0,15,10000,8.95,145,24.09655172,86.4,121.9,8.2,39.1396,140,22.9,31.8,45.3,139,198,9.280742459,6.498494,1756.282,0,0,1,0,38.142
100,0,15,10000,8.95,120,23.5,36.8,103.6,8.2,39.1096,140,22.9,31.8,45.3,139,198,9.280742459,6.498494,1756.282,0,0,1,0,34.743
100,0,15,10000,8.95,90,23.87777778,14.5,82.1,8.2,39.0946,140,22.9,31.8,45.3,139,198,9.280742459,6.498494,1756.282,0,0,1,0,32.1
100,0,15,10000,8.95,60,23.18333333,12.5,55.7,8.2,39.0946,140,22.9,31.8,45.3,139,198,9.280742459,6.498494,1742.656,0,0,1,0,32.855
100,0,15,10000,8.95,45,22.55555556,9.1,47.1,8.2,39.134,140,22.9,31.8,45.3,139,198,9.280742459,6.487889,1736.214,0,0,1,0,33.61
100,0,15,10000,8.95,30,19.83333333,7.56,27.8,8.2,39.134,140,22.9,31.8,45.3,139,198,9.280742459,6.474397,1714.874,0,0,1,0,58.837
70,0,105.2,1583.289,15,105,8.39047619,112.5,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.638119,10388.417,0,0,0,0,13.5
70,0,105.2,1583.289,15,90,11.63888889,103.78,0,7.4,23.2128,113,33.5,44.2,22.3,96,252,2.51450116,4.638119,10388.417,0,0,0,0,12.477
70,0,113.6,1583.289,15,70,10.53571429,87.24,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.638119,10374.475,0,0,0,0,11.557
70,0,113.6,1583.289,15,60,9.6,77.2,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.638119,10377.068,0,0,0,0,9.614
70,0,4000,1583.289,15,30,-2,2.419354839,0,7.4,23.2278,113,33.5,44.2,22.3,96,252,2.51450116,4.647919,12019.26,0,0,0,0,7.159
70,0,105.2,1583.289,15,105,8.39047619,112.5,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.638119,10388.417,0,0,0,0,12.414
70,0,105.2,1583.289,15,90,11.63888889,103.78,0,7.4,23.2128,113,33.5,44.2,22.3,96,252,2.51450116,4.638119,10374.475,0,0,0,0,11.605
70,0,113.6,1583.289,15,70,10.53571429,87.24,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.638119,10374.475,0,0,0,0,10.383
70,0,113.6,1583.289,15,60,9.6,77.2,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.638119,10379.661,0,0,0,0,8.953
70,0,4000,1583.289,15,30,-2,2.419354839,0,7.4,23.2278,113,33.5,44.2,22.3,96,252,2.51450116,4.647919,12019.26,0,0,0,0,6.696
70,0,105.2,1583.289,15,105,8.39047619,112.5,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.647919,10375.598,0,0,0,0,7.097
70,0,105.2,1583.289,15,90,11.63888889,103.78,0,7.4,23.2128,113,33.5,44.2,22.3,96,252,2.51450116,4.647919,10375.598,0,0,0,0,6.943
70,0,113.6,1583.289,15,70,10.53571429,87.24,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.647919,10375.598,0,0,0,0,6.274
70,0,113.6,1583.289,15,60,9.6,77.2,0,7.4,23.1628,113,33.5,44.2,22.3,96,252,2.51450116,4.647919,10289.853,0,0,0,0,5.349
70,0,4000,1583.289,15,30,-2,2.419354839,0,7.4,23.2278,113,33.5,44.2,22.3,96,252,2.51450116,4.645919,10831.374,0,0,0,0,3.806
100,0,158.4,1580.9146,15,105,8.39047619,112.5,0,7.4,23.9428,113,33.5,44.2,22.3,96,252,2.51450116,4.619174,8554.237,0,0,0,0,0.125
100,0,158.4,1580.9146,15,90,11.63888889,103.78,0,7.4,23.9928,113,33.5,44.2,22.3,96,252,2.51450116,4.619174,8554.237,0,0,0,0,0.115
100,0,164,1580.9146,15,70,10.53571429,87.24,0,7.4,23.9428,113,33.5,44.2,22.3,96,252,2.51450116,4.619174,8554.237,0,0,0,0,0.114
100,0,164,1580.9146,15,60,9.6,77.2,0,7.4,23.9428,113,33.5,44.2,22.3,96,252,2.51450116,4.619174,8554.237,0,0,0,0,0.101
100,0,4000,1580.9146,15,30,-2,2.419354839,0,7.4,24.0078,113,33.5,44.2,22.3,96,252,2.51450116,4.619174,9888.147,0,0,0,0,0.094
100,0,165.93,12.56,20,53,25,1751.223997,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.0936,2017.3,0,0,0,1,11.53846154
100,0,165.93,12.56,20,39,25,1427.737429,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.0936,2017.3,0,0,0,1,6.41025641
100,0,165.93,12.56,20,25,25,1423.723103,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.0936,2017.3,0,0,0,1,6.41025641
100,0,166.19,12.56,20,15,25,1416.797855,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.0936,2017.3,0,0,0,1,4.358974359
100,0,166.19,12.56,20,10,25,1371.622355,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.0936,2017.3,0,0,0,1,2.820512821
100,0,166.19,12.56,20,5,25,1371.283855,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.0936,2017.3,0,0,0,1,1.41025641
100,0,166.19,12.56,20,3,25,1339.765455,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.0936,2017.3,0,0,0,1,0.769230769
100,0,164.67,12.56,20,1,25,1276.911155,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.0936,2017.3,0,0,0,1,0
100,0,166.88,12.56,20,53,15,852.4138452,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.977,1844.1,0,0,0,1,2.307692308
100,0,166.88,12.56,20,39,15,449.6232548,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.977,1844.1,0,0,0,1,1.666666667
100,0,166.88,12.56,20,25,15,445.500129,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.977,1844.1,0,0,0,1,1.666666667
100,0,167.14,12.56,20,15,15,412.202129,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.977,1844.1,0,0,0,1,1.794871795
100,0,167.14,12.56,20,10,15,412.000529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.977,1844.1,0,0,0,1,1.153846154
100,0,165.62,12.56,20,5,15,389.088529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.977,1844.1,0,0,0,1,0.128205128
100,0,167.14,12.56,20,3,15,382.471129,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.977,1844.1,0,0,0,1,0.294871795
100,0,167.14,12.56,20,1,15,380.950529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.977,1844.1,0,0,0,1,0.41025641
100,0,165.93,12.56,20,53,25,1756.471815,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.1724,2252.5,0,0,0,1,19.23076923
100,0,165.93,12.56,20,39,25,1429.780247,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.1724,2252.5,0,0,0,1,16.66666667
100,0,165.93,12.56,20,25,25,1425.765922,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.1724,2252.5,0,0,0,1,15.38461538
100,0,166.19,12.56,20,15,25,1417.696803,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.1724,2252.5,0,0,0,1,9.487179487
100,0,166.19,12.56,20,10,25,1417.699603,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.1724,2252.5,0,0,0,1,6.41025641
100,0,166.19,12.56,20,5,25,1371.622355,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.1724,2252.5,0,0,0,1,2.948717949
100,0,166.19,12.56,20,3,25,1371.622355,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.1724,2252.5,0,0,0,1,2.307692308
100,0,166.19,12.56,20,1,25,1339.638855,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,7.1724,2252.5,0,0,0,1,0.384615385
100,0,166.88,12.56,20,53,15,852.4138452,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.9348,1782.2,0,0,0,1,3.461538462
100,0,166.88,12.56,20,39,15,449.6666548,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.9348,1782.2,0,0,0,1,3.205128205
100,0,166.88,12.56,20,25,15,445.662529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.9348,1782.2,0,0,0,1,2.948717949
100,0,167.14,12.56,20,15,15,412.364529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.9348,1782.2,0,0,0,1,2.051282051
100,0,167.14,12.56,20,10,15,412.000529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.9348,1782.2,0,0,0,1,1.153846154
100,0,167.14,12.56,20,5,15,380.950529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.9348,1782.2,0,0,0,1,0.384615385
100,0,167.14,12.56,20,3,15,380.950529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.9348,1782.2,0,0,0,1,0.423076923
100,0,167.14,12.56,20,1,15,380.950529,0,9.01,60,144,6.6,15.32,78.08,60,94,4.409976798,6.9348,1782.2,0,0,0,1,0.41025641
100,0,24.395,12.56,20,53,25,4222.360065,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.9348,1782.2,0,0,0,1,5.560704356
100,0,24.835,12.56,20,39,25,3372.337784,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4236,1373.8,0,0,0,1,5.097312326
100,0,24.835,12.56,20,25,25,3301.981977,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4236,1373.8,0,0,0,1,1.390176089
100,0,24.835,12.56,20,15,25,3309.372755,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4236,1373.8,0,0,0,1,2.316960148
100,0,24.835,12.56,20,10,25,3266.689923,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4236,1373.8,0,0,0,1,1.390176089
100,0,24.835,12.56,20,5,25,3301.726723,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4236,1373.8,0,0,0,1,2.224281742
100,0,24.835,12.56,20,3,25,3266.689923,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4236,1373.8,0,0,0,1,1.297497683
100,0,24.835,12.56,20,1,25,3231.739923,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4236,1373.8,0,0,0,1,0.880444856
100,0,24.935,12.56,20,53,15,1271.302019,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4091,1250,0,0,0,1,0
100,0,24.935,12.56,20,39,15,424.4987484,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4091,1250,0,0,0,1,0
100,0,24.935,12.56,20,25,15,423.8801032,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4091,1250,0,0,0,1,0
100,0,24.935,12.56,20,15,15,313.2497806,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4091,1250,0,0,0,1,0
100,0,24.935,12.56,20,10,15,309.0617484,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4091,1250,0,0,0,1,0
100,0,24.935,12.56,20,5,15,309.0617484,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4091,1250,0,0,0,1,0
100,0,24.935,12.56,20,3,15,309.0617484,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4091,1250,0,0,0,1,0
100,0,24.935,12.56,20,1,15,309.0617484,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4091,1250,0,0,0,1,0
100,0,23.885,12.56,20,53,25,4236.789829,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.5813,1547,0,0,0,1,11.58480074
100,0,23.885,12.56,20,39,25,3707.818565,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.5813,1547,0,0,0,1,10.19462465
100,0,22.975,12.56,20,25,25,3693.586987,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.5813,1547,0,0,0,1,7.414272475
100,0,22.975,12.56,20,15,25,3670.186987,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.5813,1547,0,0,0,1,6.950880445
100,0,24.475,12.56,20,10,25,3665.841781,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.5813,1547,0,0,0,1,4.170528267
100,0,24.395,12.56,20,5,25,3630.891781,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.5813,1547,0,0,0,1,3.243744208
100,0,24.395,12.56,20,3,25,3630.891781,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.5813,1547,0,0,0,1,2.826691381
100,0,24.395,12.56,20,1,25,3592.483781,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.5813,1547,0,0,0,1,2.03892493
100,0,24.495,12.56,20,53,15,1314.640471,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4836,1435.6,0,0,0,1,0
100,0,24.495,12.56,20,39,15,437.9292387,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4836,1435.6,0,0,0,1,0
100,0,24.495,12.56,20,25,15,437.3105935,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4836,1435.6,0,0,0,1,0
100,0,24.495,12.56,20,15,15,320.3105935,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4836,1435.6,0,0,0,1,0
100,0,24.495,12.56,20,10,15,316.1225613,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4836,1435.6,0,0,0,1,0
100,0,24.495,12.56,20,5,15,316.1225613,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4836,1435.6,0,0,0,1,0
100,0,24.495,12.56,20,3,15,316.1225613,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4836,1435.6,0,0,0,1,0
100,0,24.495,12.56,20,1,15,316.1225613,0,7.04,60,134,58.33,27.75,13.92,105,164,15.93967517,6.4836,1435.6,0,0,0,1,0
70,30,448.215,20250,2,105,25,6580.794923,0,8.5,60,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,4.345
70,30,448.215,20250,2,75,25,4156.750023,0,8.5,60,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,0.511
70,30,448.185,20250,2,30,25,3515.808865,0,8.5,60,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,0
70,30,434.79,20250,2,105,25,6680.63151,0,5.5,60,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,27.348
70,30,434.79,20250,2,75,25,4298.498584,0,5.5,60,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,13.802
70,30,434.76,20250,2,30,25,3651.069506,0,5.5,60,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,2.556
70,30,2000,20250,2,105,25,6679.56471,0,7,90,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,32.727
70,30,2000,20250,2,75,25,4292.148223,0,7,90,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,10.182
70,30,2000,20250,2,30,25,3651.159152,0,7,90,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,2.424
70,30,95.08,20250,2,105,25,6676.367339,0,7,30,131,35.1,54.7,11.1,76,220,1.525522042,6.495,3475,0,0,0,0,21.576
